"Data";"Palmeira";"Altura Palmeira (m)";"Área";"Quadrante";"Número";"Família";"Gênero";"Espécie";"Nome Popular";"Altura (cm)";"Dap (mm)";"Coletada";"Nativa";"Estágio sucessional";"Obs";"Identificação";;;;;;;;;;;;;;;;;;;;;
13/12/2019;4;3;"Externo";4;4703;"Sapindaceae";"Cupania";"Cupania oblongifolia";"Cuvatã";20;3,90;"N";"S";"Secundária Inicial";;"OK";;;;;;;;;;;;;;;;;;;;;
13/12/2019;4;3;"Externo";4;4704;"Rubiaceae";"Coffea ";"Coffea arabica";"Café";37;3,20;"N";"N";"Umbrófila";;"OK";;;;;;;;;;;;;;;;;;;;;
13/12/2019;4;3;"Externo";4;4705;"Rubiaceae";"Coffea ";"Coffea arabica";"Café";54;6,30;"N";"N";"Umbrófila";;"OK";;;;;;;;;;;;;;;;;;;;;
13/12/2019;4;3;"Externo";4;4706;"Rubiaceae";"Coffea ";"Coffea arabica";"Café";23;2,60;"N";"N";"Umbrófila";;"OK";;;;;;;;;;;;;;;;;;;;;
13/12/2019;4;3;"Externo";4;4707;"Rubiaceae";"Coffea ";"Coffea arabica";"Café";42;6,10;"N";"N";"Umbrófila";;"OK";;;;;;;;;;;;;;;;;;;;;
13/12/2019;4;3;"Externo";4;4708;"Rubiaceae";"Coffea ";"Coffea arabica";"Café";60;5,50;"N";"N";"Umbrófila";;"OK";;;;;;;;;;;;;;;;;;;;;
2/1/2020;5;3;"Copa";1;4709;"Indeterminada 2";"Indeterminada 2";"Indeterminada 2";"Pendente";20;1,75;"S";"NA";"Não Classificada";;;;;;;;;;;;;;;;;;;;;;;
2/1/2020;5;3;"Copa";1;4710;"Rubiaceae";"Psychotria";"Psychotria suterella";"Pendente";20;2,70;"S";"S";"Umbrófila";;"OK";;;;;;;;;;;;;;;;;;;;;
2/1/2020;5;3;"Copa";1;4711;"Indeterminada 2";"Indeterminada 2";"Indeterminada 2";"Pendente";20;2,50;"N";"NA";"Não Classificada";;;;;;;;;;;;;;;;;;;;;;;
2/1/2020;5;3;"Copa";1;4712;"Sapindaceae";"Cupania";"Cupania oblongifolia";"Cuvatã";180;12,67;"N";"S";"Secundária Inicial";;"OK";;;;;;;;;;;;;;;;;;;;;
2/1/2020;5;3;"Copa";1;4713;"Rubiaceae";"Coffea ";"Coffea arabica";"Café";183;11,90;"S";"N";"Umbrófila";;"OK";;;;;;;;;;;;;;;;;;;;;
2/1/2020;5;3;"Copa";2;4714;"Sapindaceae";"Cupania";"Cupania oblongifolia";"Cuvatã";150;20,08;"N";"S";"Secundária Inicial";;"OK";;;;;;;;;;;;;;;;;;;;;
2/1/2020;5;3;"Copa";2;4715;"Sapindaceae";"Cupania";"Cupania oblongifolia";"Cuvatã";24;3,48;"S";"S";"Secundária Inicial";;"OK";;;;;;;;;;;;;;;;;;;;;
2/1/2020;5;3;"Copa";3;4716;"Myrtaceae";"Eugenia";"Eugenia supraaxillaris";"Pendente";26;2,50;"S";"S";"Secundária Inicial";;"OK";;;;;;;;;;;;;;;;;;;;;
2/1/2020;5;3;"Copa";3;4717;"Sapindaceae";"Cupania";"Cupania oblongifolia";"Cuvatã";125;16,36;"N";"S";"Secundária Inicial";;"OK";;;;;;;;;;;;;;;;;;;;;
2/1/2020;5;3;"Copa";4;4718;"Sapindaceae";"Cupania";"Cupania oblongifolia";"Cuvatã";110;10,13;"N";"S";"Secundária Inicial";;"OK";;;;;;;;;;;;;;;;;;;;;
2/1/2020;5;3;"Copa";4;4719;"Sapindaceae";"Cupania";"Cupania oblongifolia";"Pendente";28;4,35;"S";"S";"Secundária Inicial";;"OK";;;;;;;;;;;;;;;;;;;;;
2/1/2020;5;3;"Copa";4;4720;"Indeterminada 5";"Indeterminada 5";"Indeterminada 5";"Pendente";35;6,10;"S";"NA";"Não Classificada";;;;;;;;;;;;;;;;;;;;;;;
2/1/2020;5;3;"Copa";4;4721;"Indeterminada 2";"Indeterminada 2";"Indeterminada 2";"Pendente";20;2,13;"N";"NA";"Não Classificada";;;;;;;;;;;;;;;;;;;;;;;
2/1/2020;5;3;"Externo";1;4722;"Sapindaceae";"Cupania";"Cupania oblongifolia";"Cuvatã";78;6,40;"N";"S";"Secundária Inicial";;"OK";;;;;;;;;;;;;;;;;;;;;
2/1/2020;5;3;"Externo";1;4723;"Arecaceae";"Archontophoenix ";"Archontophoenix cunninghamiana";"Palmeira australiana";71;4,97;"N";"N";"Não Classificada";;"OK";;;;;;;;;;;;;;;;;;;;;
2/1/2020;5;3;"Externo";1;4724;"Arecaceae";"Euterpe";"Euterpe edulis";"Juçara";59;8,21;"N";"S";"Secundária Tardia";;"OK";;;;;;;;;;;;;;;;;;;;;
2/1/2020;5;3;"Externo";1;4725;"Sapindaceae";"Cupania";"Cupania oblongifolia";"Cuvatã";115;16,55;"N";"S";"Secundária Inicial";;"OK";;;;;;;;;;;;;;;;;;;;;
2/1/2020;5;3;"Externo";1;4726;"Sapindaceae";"Cupania";"Cupania oblongifolia";"Cuvatã";350;28,55;"N";"S";"Secundária Inicial";;"OK";;;;;;;;;;;;;;;;;;;;;
2/1/2020;5;3;"Externo";1;4727;"Sapindaceae";"Cupania";"Cupania oblongifolia";"Cuvatã";33;3,30;"N";"S";"Secundária Inicial";;"OK";;;;;;;;;;;;;;;;;;;;;
2/1/2020;5;3;"Externo";2;4728;"Rubiaceae";"Coffea ";"Coffea arabica";"Pendente";300;2,11;"S";"S";"Umbrófila";;"OK";;;;;;;;;;;;;;;;;;;;;
2/1/2020;5;3;"Externo";2;4729;"Rubiaceae";"Coffea ";"Coffea arabica";"Pendente";125;8,30;"N";"N";"Umbrófila";"Idem 4728";"OK";;;;;;;;;;;;;;;;;;;;;
2/1/2020;5;3;"Externo";2;4731;"Rubiaceae";"Coffea ";"Coffea arabica";"Pendente";125;68,70;"N";"N";"Umbrófila";"Idem 4728";"OK";;;;;;;;;;;;;;;;;;;;;
2/1/2020;5;3;"Externo";2;4732;"Rubiaceae";"Coffea ";"Coffea arabica";"Pendente";100;7,60;"N";"N";"Umbrófila";"Idem 4728";"OK";;;;;;;;;;;;;;;;;;;;;
2/1/2020;5;3;"Externo";2;4733;"Rubiaceae";"Coffea ";"Coffea arabica";"Pendente";95;4,60;"N";"N";"Umbrófila";"Idem 4728";"OK";;;;;;;;;;;;;;;;;;;;;
2/1/2020;5;3;"Externo";2;4734;"Rubiaceae";"Coffea ";"Coffea arabica";"Pendente";108;10,30;"N";"N";"Umbrófila";"Idem 4728";"OK";;;;;;;;;;;;;;;;;;;;;
2/1/2020;5;3;"Externo";2;4735;"Rubiaceae";"Coffea ";"Coffea arabica";"Pendente";200;13,82;"N";"N";"Umbrófila";"Idem 4728";"OK";;;;;;;;;;;;;;;;;;;;;
2/1/2020;5;3;"Externo";2;4736;"Rubiaceae";"Coffea ";"Coffea arabica";"Pendente";300;12,60;"N";"N";"Umbrófila";"Idem 4728";"OK";;;;;;;;;;;;;;;;;;;;;
2/1/2020;5;3;"Externo";2;4738;"Sapindaceae";"Cupania";"Cupania oblongifolia";"Cuvatã";40;5,89;"N";"S";"Secundária Inicial";;"OK";;;;;;;;;;;;;;;;;;;;;
2/1/2020;5;3;"Externo";2;4739;"Sapindaceae";"Cupania";"Cupania oblongifolia";"Cuvatã";30;6,45;"N";"S";"Secundária Inicial";;"OK";;;;;;;;;;;;;;;;;;;;;
2/1/2020;5;3;"Externo";2;4740;"Arecaceae";"Euterpe";"Euterpe edulis";"Juçara";20;3,13;"N";"S";"Secundária Tardia";;"OK";;;;;;;;;;;;;;;;;;;;;
2/1/2020;5;3;"Externo";2;4741;"Arecaceae";"Euterpe";"Euterpe edulis";"Juçara";20;3,15;"N";"S";"Secundária Tardia";;"OK";;;;;;;;;;;;;;;;;;;;;
2/1/2020;5;3;"Externo";2;4742;"Rubiaceae";"Psychotria";"Psychotria suterella";"Pendente";70;10,20;"S";"S";"Umbrófila";;"OK";;;;;;;;;;;;;;;;;;;;;
3/1/2020;5;3;"Externo";3;4749;"Arecaceae";"Archontophoenix";"Archontophoenix cunninghamiana";"Palmeira australiana";50;10,47;"N";"N";"Não Classificada";;"OK";;;;;;;;;;;;;;;;;;;;;
3/1/2020;5;3;"Externo";3;"4748A";"Indeterminada 4";"Indeterminada 4";"Indeterminada 4";"Pendente";80;4,85;"S";"NA";"Não Classificada";;;;;;;;;;;;;;;;;;;;;;;
3/1/2020;5;3;"Externo";3;4744;"Sapindaceae";"Cupania";"Cupania oblongifolia";"Cuvatã";38;3,73;"N";"S";"Secundária Inicial";;"OK";;;;;;;;;;;;;;;;;;;;;
3/1/2020;5;3;"Externo";3;4746;"Arecaceae";"Archontophoenix";"Archontophoenix cunninghamiana";"Palmeira australiana";34;6,25;"N";"N";"Não Classificada";;"OK";;;;;;;;;;;;;;;;;;;;;
3/1/2020;5;3;"Externo";3;4747;"Indeterminada 2";"Indeterminada 2";"Indeterminada 2";"Pendente";21;2,13;"N";"NA";"Não Classificada";;;;;;;;;;;;;;;;;;;;;;;
3/1/2020;5;3;"Externo";3;4748;"Arecaceae";"Archontophoenix";"Archontophoenix cunninghamiana";"Palmeira australiana";37;9,10;"N";"N";"Não Classificada";;"OK";;;;;;;;;;;;;;;;;;;;;
3/1/2020;5;3;"Externo";3;4749;"Sapindaceae";"Cupania";"Cupania oblongifolia";"Cuvatã";94;13,13;"N";"S";"Secundária Inicial";;"OK";;;;;;;;;;;;;;;;;;;;;
3/1/2020;5;3;"Externo";3;4750;"Sapindaceae";"Cupania";"Cupania oblongifolia";"Cuvatã";165;14,45;"N";"S";"Secundária Inicial";;"OK";;;;;;;;;;;;;;;;;;;;;
3/1/2020;5;3;"Externo";3;4745;"Sapindaceae";"Cupania";"Cupania oblongifolia";"Cuvatã";44;4,09;"N";"S";"Secundária Inicial";;"OK";;;;;;;;;;;;;;;;;;;;;
3/1/2020;5;3;"Externo";3;4751;"Indeterminada 3";"Indeterminada 3";"Indeterminada 3";"Pendente";43;6,48;"S";"NA";"Não Classificada";;;;;;;;;;;;;;;;;;;;;;;
3/1/2020;5;3;"Externo";3;4755;"Rubiaceae";"Psychotria";"Psychotria suterella";"Pendente";20;1,73;"S";"S";"Umbrófila";;"OK";;;;;;;;;;;;;;;;;;;;;
3/1/2020;5;3;"Externo";3;4753;"Arecaceae";"Archontophoenix";"Archontophoenix cunninghamiana";"Palmeira australiana";20;5,85;"N";"N";"Não Classificada";;"OK";;;;;;;;;;;;;;;;;;;;;
3/1/2020;5;3;"Externo";3;4754;"Indeterminada 2";"Indeterminada 2";"Indeterminada 2";"Pendente";20;1,54;"N";"NA";"Não Classificada";;;;;;;;;;;;;;;;;;;;;;;
3/1/2020;5;3;"Externo";3;4756;"Indeterminada 2";"Indeterminada 2";"Indeterminada 2";"Pendente";20;1,45;"N";"NA";"Não Classificada";;;;;;;;;;;;;;;;;;;;;;;
3/1/2020;5;3;"Externo";4;4762;"Arecaceae";"Euterpe";"Euterpe edulis";"Juçara";190;18,84;"N";"S";"Secundária Tardia";;"OK";;;;;;;;;;;;;;;;;;;;;
3/1/2020;5;3;"Externo";4;4757;"Arecaceae";"Euterpe";"Euterpe edulis";"Juçara";36;6,40;"N";"S";"Secundária Tardia";;"OK";;;;;;;;;;;;;;;;;;;;;
3/1/2020;5;3;"Externo";4;4761;"Rubiaceae";"Psychotria";"Psychotria suterella";"Pendente";107;18,13;"S";"S";"Umbrófila";;"OK";;;;;;;;;;;;;;;;;;;;;
3/1/2020;5;3;"Externo";4;4758;"Sapindaceae";"Cupania";"Cupania oblongifolia";"Cuvatã";40;2,60;"S";"S";"Secundária Inicial";;"OK";;;;;;;;;;;;;;;;;;;;;
3/1/2020;5;3;"Externo";4;4760;"Sapindaceae";"Cupania";"Cupania oblongifolia";"Cuvatã";33;3,71;"N";"S";"Secundária Inicial";;"OK";;;;;;;;;;;;;;;;;;;;;
3/1/2020;5;3;"Externo";4;"4750A";"Rubiaceae";"Psychotria";"Psychotria suterella";"Pendente";300;37,86;"S";"S";"Umbrófila";;"OK";;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
