Data;Palmeira;Altura Palmeira (m);Área;Quadrante;Número;Família;Gênero;Espécie;Altura (cm);Dap (mm);Nativa;Estágio sucessional;;;;;;;;;;;;;;;;;;;;;
2/1/2020;5;3;Externo;2;4742;Rubiaceae;Psychotria;Psychotria suterella;70;10,2;S;Umbrófila;;;;;;;;;;;;;;;;;;;;;
3/1/2020;5;3;Externo;3;4749;Arecaceae;Archontophoenix;Archontophoenix cunninghamiana;50;10,47;N;Não Classificada;;;;;;;;;;;;;;;;;;;;;
3/1/2020;5;3;Externo;3;4748A;Indeterminada 3;Indeterminada 3;Indeterminada 3;80;4,85;N/A;Não Classificada;;;;;;;;;;;;;;;;;;;;;
3/1/2020;5;3;Externo;3;4744;Sapindaceae;Cupania;Cupania oblongifolia;38;3,73;S;Secundária Inicial;;;;;;;;;;;;;;;;;;;;;
3/1/2020;5;3;Externo;3;4746;Arecaceae;Archontophoenix;Archontophoenix cunninghamiana;34;6,25;N;Não Classificada;;;;;;;;;;;;;;;;;;;;;
2/1/2020;5;3;Externo;3;4747;Moraceae; Sorocea; Sorocea bonplandii;21;2,13;S;Secundária Tardia;;;;;;;;;;;;;;;;;;;;;
3/1/2020;5;3;Externo;3;4748;Arecaceae;Archontophoenix;Archontophoenix cunninghamiana;37;9,1;N;Não Classificada;;;;;;;;;;;;;;;;;;;;;
3/1/2020;5;3;Externo;3;4749;Sapindaceae;Cupania;Cupania oblongifolia;94;13,13;S;Secundária Inicial;;;;;;;;;;;;;;;;;;;;;
3/1/2020;5;3;Externo;3;4750;Sapindaceae;Cupania;Cupania oblongifolia;165;14,45;S;Secundária Inicial;;;;;;;;;;;;;;;;;;;;;
3/1/2020;5;3;Externo;3;4745;Sapindaceae;Cupania;Cupania oblongifolia;44;4,09;S;Secundária Inicial;;;;;;;;;;;;;;;;;;;;;
3/1/2020;5;3;Externo;3;4751;Indeterminada 2;Indeterminada 2;Indeterminada 2;43;6,48;N/A;Não Classificada;;;;;;;;;;;;;;;;;;;;;
3/1/2020;5;3;Externo;3;4755;Rubiaceae;Psychotria;Psychotria suterella;20;1,73;S;Umbrófila;;;;;;;;;;;;;;;;;;;;;
3/1/2020;5;3;Externo;3;4753;Arecaceae;Archontophoenix;Archontophoenix cunninghamiana;20;5,85;N;Não Classificada;;;;;;;;;;;;;;;;;;;;;
2/1/2020;5;3;Externo;3;4754;Moraceae; Sorocea; Sorocea bonplandii;20;1,54;S;Secundária Tardia;;;;;;;;;;;;;;;;;;;;;
2/1/2020;5;3;Externo;3;4756;Moraceae; Sorocea; Sorocea bonplandii;20;1,45;S;Secundária Tardia;;;;;;;;;;;;;;;;;;;;;
3/1/2020;5;3;Externo;4;4762;Arecaceae;Euterpe;Euterpe edulis;190;18,84;S;Secundária Tardia;;;;;;;;;;;;;;;;;;;;;
3/1/2020;5;3;Externo;4;4757;Arecaceae;Euterpe;Euterpe edulis;36;6,4;S;Secundária Tardia;;;;;;;;;;;;;;;;;;;;;
3/1/2020;5;3;Externo;4;4761;Rubiaceae;Psychotria;Psychotria suterella;107;18,13;S;Umbrófila;;;;;;;;;;;;;;;;;;;;;
3/1/2020;5;3;Externo;4;4758;Sapindaceae;Cupania;Cupania oblongifolia;40;2,6;S;Secundária Inicial;;;;;;;;;;;;;;;;;;;;;
3/1/2020;5;3;Externo;4;4760;Sapindaceae;Cupania;Cupania oblongifolia;33;3,71;S;Secundária Inicial;;;;;;;;;;;;;;;;;;;;;
3/1/2020;5;3;Externo;4;4750A;Rubiaceae;Psychotria;Psychotria suterella;300;37,86;S;Umbrófila;;;;;;;;;;;;;;;;;;;;;
7/2/2020;6;6;Copa;1;4763;Sapindaceae;Cupania;Cupania oblongifolia;22;3,47;S;Secundária Inicial;;;;;;;;;;;;;;;;;;;;;
7/2/2020;6;6;Copa;2;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Não Classificada;;;;;;;;;;;;;;;;;;;;;
7/2/2020;6;6;Copa;3;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Não Classificada;;;;;;;;;;;;;;;;;;;;;
7/2/2020;6;6;Copa;4;4765;Meliaceae;Guarea;Guarea macrophylla;27;4,43;S;Secundária Inicial;;;;;;;;;;;;;;;;;;;;;
7/2/2020;6;6;Copa;4;4767;Sapindaceae;Cupania;Cupania oblongifolia;20;3;S;Secundária Inicial;;;;;;;;;;;;;;;;;;;;;
7/2/2020;6;6;Externo;1;4769;Rubiaceae;Coffea;Coffea arabica;195;24,8;N;Umbrófila;;;;;;;;;;;;;;;;;;;;;
7/2/2020;6;6;Externo;1;4770;Indeterminada 6;Indeterminada 6;Indeterminada 6;44;5,07;;Não Classificada;;;;;;;;;;;;;;;;;;;;;
7/2/2020;6;6;Externo;1;4771;Rubiaceae;Psychotria;Psychotria suterella;20;3,58;S;Umbrófila;;;;;;;;;;;;;;;;;;;;;
7/2/2020;6;6;Externo;1;4772;Sapindaceae;Cupania;Cupania oblongifolia;37;4,54;S;Secundária Inicial;;;;;;;;;;;;;;;;;;;;;
7/2/2020;6;6;Externo;1;4773;Monimiaceae ;Mollinedia;Mollinedia uleana;58;10,8;S;Secundária Tardia;;;;;;;;;;;;;;;;;;;;;
7/2/2020;6;6;Externo;2;4774;Sapindaceae;Allophylus ;Allophylus edulis;400;45,4;S;Secundária Inicial;idem 4774;;;;;;;;;;;;;;;;;;;;
7/2/2020;6;6;Externo;2;4775;Rubiaceae;Coffea;Coffea arabica;48;4,38;N;Umbrófila;;;;;;;;;;;;;;;;;;;;;
7/2/2020;6;6;Externo;2;4778;Monimiaceae ;Mollinedia;Mollinedia uleana;160;20,2;S;Secundária Tardia;;;;;;;;;;;;;;;;;;;;;
7/2/2020;6;6;Externo;2;4779;Arecaceae;Euterpe;Euterpe edulis;34;5,92;S;Secundária Tardia;;;;;;;;;;;;;;;;;;;;;
7/2/2020;6;6;Externo;2;4780;Indeterminada 8;Indeterminada 8;Indeterminada 8;32;6,6;;Não Classificada;Nyctaginaceae (psionia?);Nao parece pisonia (https://sites.unicentro.br/wp/manejoflorestal/9062-2/);;;;;;;;;;;;;;;;;;;
7/2/2020;6;6;Externo;3;4781;Moraceae;Ficus;Ficus sp;180;29,3;;Não Classificada;;;;;;;;;;;;;;;;;;;;;
7/2/2020;6;6;Externo;3;4782;Arecaceae;Archontophoenix;Archontophoenix cunninghamiana;24;4,06;N;Não Classificada;;;;;;;;;;;;;;;;;;;;;
7/2/2020;6;6;Externo;3;4783;Arecaceae;Euterpe;Euterpe edulis;150;28,4;S;Secundária Tardia;;;;;;;;;;;;;;;;;;;;;
7/2/2020;6;6;Externo;3;4785;Arecaceae;Euterpe;Euterpe edulis;33;6,58;S;Secundária Tardia;;;;;;;;;;;;;;;;;;;;;
7/2/2020;6;6;Externo;4;4786;Elaeocarpaceae ;Sloanea;Sloanea hirsuta;100;10,56;S;Secundária Tardia;"BARRETTO, E.H.P; CATHARINO, E.L.M.";;;;;;;;;;;;;;;;;;;;
7/2/2020;6;6;Externo;4;4787;Sapindaceae ;Allophylus ;Allophylus edulis;26;3,3;S;Secundária Inicial;idem 4788;;;;;;;;;;;;;;;;;;;;
7/2/2020;6;6;Externo;4;4788;Sapindaceae ;Allophylus ;Allophylus edulis;25;2,23;S;Secundária Inicial;;;;;;;;;;;;;;;;;;;;;
7/2/2020;6;6;Externo;4;4789;Sapindaceae;Allophylus ;Allophylus edulis;20;2,12;S;Secundária Inicial;idem 4774;;;;;;;;;;;;;;;;;;;;
7/2/2020;6;6;Externo;4;4790;Sapindaceae ;Allophylus ;Allophylus edulis;22;2,04;S;Secundária Inicial;idem 4788;;;;;;;;;;;;;;;;;;;;
14/7/2020;7;6;Copa;1;4791;Rubiaceae;Coffea;Coffea arabica;89;5,48;N;Umbrófila;;;;;;;;;;;;;;;;;;;;;
14/7/2020;7;6;Copa;1;4792;Arecaceae;Euterpe;Euterpe edulis;23;3,09;S;Secundária Tardia;;;;;;;;;;;;;;;;;;;;;
14/7/2020;7;6;Copa;2;4793;Sapindaceae;Cupania;Cupania oblongifolia;64;7,75;S;Secundária Inicial;;;;;;;;;;;;;;;;;;;;;
14/7/2020;7;6;Copa;2;4794;Sapindaceae;Cupania;Cupania oblongifolia;47;7;S;Secundária Inicial;;;;;;;;;;;;;;;;;;;;;
14/7/2020;7;6;Copa;3;4795;Sapindaceae;Cupania;Cupania oblongifolia;34;4,33;S;Secundária Inicial;;;;;;;;;;;;;;;;;;;;;
14/7/2020;7;6;Copa;3;4796;Arecaceae;Archontophoenix;Archontophoenix cunninghamiana;22;3,73;N;Não Classificada;;;;;;;;;;;;;;;;;;;;;
14/7/2020;7;6;Copa;4;4798;Sapindaceae;Cupania;Cupania oblongifolia;66;9,5;S;Secundária Inicial;;;;;;;;;;;;;;;;;;;;;
14/7/2020;7;6;Copa;4;4799;Sapindaceae;Cupania;Cupania oblongifolia;28;3,17;S;Secundária Inicial;;;;;;;;;;;;;;;;;;;;;
14/7/2020;7;6;Copa;4;4800;Sapindaceae;Cupania;Cupania oblongifolia;22;4,93;S;Secundária Inicial;;;;;;;;;;;;;;;;;;;;;
14/7/2020;7;6;Copa;4;4801;Rubiaceae;Psychotria;Psychotria suterella;250;28,5;S;Umbrófila;;;;;;;;;;;;;;;;;;;;;
14/7/2020;7;6;Externo;1;4802;Sapindaceae;Cupania;Cupania oblongifolia;20;1,18;S;Secundária Inicial;;;;;;;;;;;;;;;;;;;;;
14/7/2020;7;6;Externo;1;4803;Rubiaceae;Coffea;Coffea arabica;79;4,57;N;Umbrófila;;;;;;;;;;;;;;;;;;;;;
14/7/2020;7;6;Externo;1;4804;Rubiaceae;Coffea;Coffea arabica;64;4,18;N;Umbrófila;;;;;;;;;;;;;;;;;;;;;
14/7/2020;7;6;Externo;1;4806;Rubiaceae;Coffea;Coffea arabica;100;9,37;N;Umbrófila;;;;;;;;;;;;;;;;;;;;;
14/7/2020;7;6;Externo;1;4807;Rubiaceae;Coffea;Coffea arabica;175;9,91;N;Umbrófila;;;;;;;;;;;;;;;;;;;;;
14/7/2020;7;6;Externo;1;4808;Rubiaceae;Coffea;Coffea arabica;500;20;N;Umbrófila;;;;;;;;;;;;;;;;;;;;;
14/7/2020;7;6;Externo;1;4810;Rubiaceae;Coffea;Coffea arabica;35;4,24;N;Umbrófila;;;;;;;;;;;;;;;;;;;;;
14/7/2020;7;6;Externo;1;4811;Rubiaceae;Coffea;Coffea arabica;24;2;N;Umbrófila;;;;;;;;;;;;;;;;;;;;;
14/7/2020;7;6;Externo;1;4812;Sapindaceae;Cupania;Cupania oblongifolia;87;10,77;S;Secundária Inicial;;;;;;;;;;;;;;;;;;;;;
14/7/2020;7;6;Externo;2;4814;Arecaceae;Euterpe;Euterpe edulis;93;10,8;S;Secundária Tardia;;;;;;;;;;;;;;;;;;;;;
14/7/2020;7;6;Externo;2;4815;Rubiaceae;Coffea;Coffea arabica;71;4,93;N;Umbrófila;;;;;;;;;;;;;;;;;;;;;
14/7/2020;7;6;Externo;3;4817;Myrtaceae;Eugenia;Eugenia brasiliensis;28;5,83;S;Secundária Inicial;;;;;;;;;;;;;;;;;;;;;
14/7/2020;7;6;Externo;3;4818;Sapindaceae;Cupania;Cupania oblongifolia;20;2,69;S;Secundária Inicial;;;;;;;;;;;;;;;;;;;;;
14/7/2020;7;6;Externo;3;4819;Arecaceae;Euterpe;Euterpe edulis;20;3,61;S;Secundária Tardia;;;;;;;;;;;;;;;;;;;;;
14/7/2020;7;6;Externo;3;4820;Sapindaceae;Cupania;Cupania oblongifolia;30;5,91;S;Secundária Inicial;;;;;;;;;;;;;;;;;;;;;
14/7/2020;7;6;Externo;3;4821;Moraceae; Sorocea; Sorocea bonplandii;300;38,61;S;Secundária Tardia;BOSA et al;;;;;;;;;;;;;;;;;;;;
14/7/2020;7;6;Externo;3;4822;Myrtaceae;Myrciaria;Myrciaria floribunda;300;27,95;S;Secundária Tardia;;;;;;;;;;;;;;;;;;;;;
14/7/2020;7;6;Externo;3;4823;Sapindaceae;Cupania;Cupania oblongifolia;52;7,22;S;Secundária Inicial;;;;;;;;;;;;;;;;;;;;;
14/7/2020;7;6;Externo;3;4824;Sapindaceae;Cupania;Cupania oblongifolia;50;4,66;S;Secundária Inicial;;;;;;;;;;;;;;;;;;;;;
14/7/2020;7;6;Externo;4;4825;Rubiaceae;Coffea;Coffea arabica;20;2,11;N;Umbrófila;;;;;;;;;;;;;;;;;;;;;
14/7/2020;7;6;Externo;4;4826;Myrtaceae;Myrciaria;Myrciaria sp;56;4,62;;Não Classificada;;;;;;;;;;;;;;;;;;;;;
14/7/2020;7;6;Externo;4;4827;Myrtaceae;Myrciaria;Myrciaria sp;75;7,03;S;Secundária Inicial;idem 4826;;;;;;;;;;;;;;;;;;;;
14/7/2020;7;6;Externo;4;4828;Myrtaceae;Eugenia;Eugenia supraaxillaris;79;6,63;S;Secundária Inicial;idem 4826;;;;;;;;;;;;;;;;;;;;
14/7/2020;7;6;Externo;4;4829;Myrtaceae;Eugenia;Eugenia supraaxillaris;29;2,53;S;Secundária Inicial;idem 4826;;;;;;;;;;;;;;;;;;;;
14/7/2020;7;6;Externo;4;4830;Sapindaceae;Cupania;Cupania oblongifolia;20;2,87;S;Secundária Inicial;;;;;;;;;;;;;;;;;;;;;
14/7/2020;8;6;Copa;1;4838;Sapindaceae;Cupania;Cupania oblongifolia;20;3,05;S;Secundária Inicial;;;;;;;;;;;;;;;;;;;;;
14/7/2020;8;6;Copa;1;4839;Moraceae; Sorocea; Sorocea bonplandii;180;16,72;S;Secundária Tardia;BOSA et al;;;;;;;;;;;;;;;;;;;;
14/7/2020;8;6;Copa;1;4840;Myrtaceae;Myrciaria;Myrciaria floribunda;700;80;S;Secundária Tardia;;;;;;;;;;;;;;;;;;;;;
14/7/2020;8;6;Copa;2;4831;Sapindaceae;Cupania;Cupania oblongifolia;20;2,1;S;Secundária Inicial;;;;;;;;;;;;;;;;;;;;;
14/7/2020;8;6;Copa;2;4832;Sapindaceae;Cupania;Cupania oblongifolia;50;2,16;S;Secundária Inicial;;;;;;;;;;;;;;;;;;;;;
14/7/2020;8;6;Copa;2;4833;Sapindaceae;Cupania;Cupania oblongifolia;600;44,84;S;Secundária Inicial;;;;;;;;;;;;;;;;;;;;;
14/7/2020;8;6;Copa;2;4834;Myrtaceae;Eugenia;Eugenia brasiliensis;49;10,75;S;Secundária Inicial;;;;;;;;;;;;;;;;;;;;;
14/7/2020;8;6;Copa;2;4835;Sapindaceae;Cupania;Cupania oblongifolia;70;11,5;S;Secundária Inicial;;;;;;;;;;;;;;;;;;;;;
14/7/2020;8;6;Copa;3;4837;Sapindaceae;Cupania;Cupania oblongifolia;21;3,93;S;Secundária Inicial;;;;;;;;;;;;;;;;;;;;;
14/7/2020;8;6;Copa;3;4841;Sapindaceae;Cupania;Cupania oblongifolia;22;3,23;S;Secundária Inicial;;;;;;;;;;;;;;;;;;;;;
14/7/2020;8;6;Copa;4;4842;Arecaceae;Euterpe;Euterpe edulis;27;4,48;S;Secundária Tardia;;;;;;;;;;;;;;;;;;;;;
14/7/2020;8;6;Copa;4;4843;Sapindaceae;Cupania;Cupania oblongifolia;400;22,61;S;Secundária Inicial;;;;;;;;;;;;;;;;;;;;;
14/7/2020;8;6;Copa;4;4844;Sapindaceae;Cupania;Cupania oblongifolia;98;14,35;S;Secundária Inicial;;;;;;;;;;;;;;;;;;;;;
14/7/2020;8;6;Externo;1;4845;Sapindaceae;Cupania;Cupania oblongifolia;47;4,72;S;Secundária Inicial;;;;;;;;;;;;;;;;;;;;;
14/7/2020;8;6;Externo;1;4846;Sapindaceae;Cupania;Cupania oblongifolia;49;4,62;S;Secundária Inicial;;;;;;;;;;;;;;;;;;;;;
14/7/2020;8;6;Externo;1;4847;Sapindaceae;Cupania;Cupania oblongifolia;24;3,14;S;Secundária Inicial;;;;;;;;;;;;;;;;;;;;;
14/7/2020;8;6;Externo;2;4848;Sapindaceae;Matayba;Matayba elaeagnoides;39;3,85;S;Secundária Tardia;idem 4834;;;;;;;;;;;;;;;;;;;;
14/7/2020;8;6;Externo;2;4849;Sapindaceae;Cupania;Cupania oblongifolia;54;5,6;S;Secundária Inicial;;;;;;;;;;;;;;;;;;;;;
14/7/2020;8;6;Externo;2;4850;Sapindaceae;Cupania;Cupania oblongifolia;28;3,3;S;Secundária Inicial;;;;;;;;;;;;;;;;;;;;;
14/7/2020;8;6;Externo;2;4851;Myrtaceae;Myrciaria;Myrciaria floribunda;51;4,93;S;Secundária Tardia;;;;;;;;;;;;;;;;;;;;;
14/7/2020;8;6;Externo;2;4852;Myrtaceae;Myrciaria;Myrciaria floribunda;23;2,05;S;Secundária Tardia;;;;;;;;;;;;;;;;;;;;;
14/7/2020;8;6;Externo;2;4853;Sapindaceae;Cupania;Cupania oblongifolia;93;4,05;S;Secundária Inicial;;;;;;;;;;;;;;;;;;;;;
14/7/2020;8;6;Externo;2;4854;Sapindaceae;Cupania;Cupania oblongifolia;250;23;S;Secundária Inicial;;;;;;;;;;;;;;;;;;;;;
14/7/2020;8;6;Externo;2;4855;Sapindaceae;Cupania;Cupania oblongifolia;50;4,9;S;Secundária Inicial;;;;;;;;;;;;;;;;;;;;;
14/7/2020;8;6;Externo;2;4856;Sapindaceae;Cupania;Cupania oblongifolia;68;9,95;S;Secundária Inicial;;;;;;;;;;;;;;;;;;;;;
14/7/2020;8;6;Externo;3;4857;Sapindaceae;Cupania;Cupania oblongifolia;20;3,5;S;Secundária Inicial;;;;;;;;;;;;;;;;;;;;;
14/7/2020;8;6;Externo;3;4858;Rubiaceae;Coffea;Coffea arabica;60;6,11;N;Umbrófila;;;;;;;;;;;;;;;;;;;;;
14/7/2020;8;6;Externo;3;4860;Moraceae; Sorocea; Sorocea bonplandii;94;17,01;S;Secundária Tardia;BOSA et al;;;;;;;;;;;;;;;;;;;;
14/7/2020;8;6;Externo;3;4861;Rubiaceae;Coffea;Coffea arabica;42;4,68;N;Umbrófila;;;;;;;;;;;;;;;;;;;;;
14/7/2020;8;6;Externo;3;4862;Rubiaceae;Coffea;Coffea arabica;23;2;N;Umbrófila;;;;;;;;;;;;;;;;;;;;;
14/7/2020;8;6;Externo;3;4863;Rubiaceae;Coffea;Coffea arabica;48;3;N;Umbrófila;;;;;;;;;;;;;;;;;;;;;
14/7/2020;8;6;Externo;3;4864;Rubiaceae;Coffea;Coffea arabica;28;2,25;N;Umbrófila;;;;;;;;;;;;;;;;;;;;;
14/7/2020;8;6;Externo;4;4865;Sapindaceae;Cupania;Cupania oblongifolia;79;7,79;S;Secundária Inicial;;;;;;;;;;;;;;;;;;;;;
14/7/2020;8;6;Externo;4;4867;Sapindaceae;Cupania;Cupania oblongifolia;29;4,12;S;Secundária Inicial;;;;;;;;;;;;;;;;;;;;;
14/7/2020;8;6;Externo;4;4868;Sapindaceae;Cupania;Cupania oblongifolia;53;6,31;S;Secundária Inicial;;;;;;;;;;;;;;;;;;;;;
4/8/2020;9;6;Copa;1;4866;Arecaceae;Euterpe;Euterpe edulis;39;6,75;S;Secundária Tardia;;;;;;;;;;;;;;;;;;;;;
4/8/2020;9;6;Copa;1;4869;Arecaceae;Archontophoenix;Archontophoenix cunninghamiana;22;3,65;N;Não Classificada;;;;;;;;;;;;;;;;;;;;;
4/8/2020;9;6;Copa;2;4870;Sapindaceae;Cupania;Cupania oblongifolia;73;7,57;S;Secundária Inicial;;;;;;;;;;;;;;;;;;;;;
4/8/2020;9;6;Copa;2;4871;Sapindaceae;Cupania;Cupania oblongifolia;24;3,89;S;Secundária Inicial;;;;;;;;;;;;;;;;;;;;;
4/8/2020;9;6;Copa;3;4872;Moraceae; Sorocea; Sorocea bonplandii;300;35,54;S;Secundária Tardia;BOSA et al;;;;;;;;;;;;;;;;;;;;
4/8/2020;9;6;Copa;3;4873;Sapindaceae;Cupania;Cupania oblongifolia;170;20,5;S;Secundária Inicial;;;;;;;;;;;;;;;;;;;;;
4/8/2020;9;6;Copa;4;4874;Sapindaceae;Cupania;Cupania oblongifolia;27;4,85;S;Secundária Inicial;;;;;;;;;;;;;;;;;;;;;
4/8/2020;9;6;Copa;4;4875;Sapindaceae;Cupania;Cupania oblongifolia;72;7,82;S;Secundária Inicial;;;;;;;;;;;;;;;;;;;;;
4/8/2020;9;6;Externo;1;4876;Arecaceae;Euterpe;Euterpe edulis;43;6,4;S;Secundária Tardia;;;;;;;;;;;;;;;;;;;;;
4/8/2020;9;6;Externo;1;4878;Rubiaceae;Psychotria;Psychotria suterella;41;3,8;S;Umbrófila;;;;;;;;;;;;;;;;;;;;;
4/8/2020;9;6;Externo;2;4880;Arecaceae;Euterpe;Euterpe edulis;54;10,58;S;Secundária Tardia;;;;;;;;;;;;;;;;;;;;;
4/8/2020;9;6;Externo;2;4882;Monimiaceae;Mollinedia;Mollinedia clavigera;50;9,77;S;Secundária Tardia;;;;;;;;;;;;;;;;;;;;;
4/8/2020;9;6;Externo;2;4883;Arecaceae;Euterpe;Euterpe edulis;65;7,87;S;Secundária Tardia;;;;;;;;;;;;;;;;;;;;;
4/8/2020;9;6;Externo;2;4881;Arecaceae;Euterpe;Euterpe edulis;26;4,81;S;Secundária Tardia;;;;;;;;;;;;;;;;;;;;;
4/8/2020;9;6;Externo;2;4877;Arecaceae;Euterpe;Euterpe edulis;23;4,16;S;Secundária Tardia;;;;;;;;;;;;;;;;;;;;;
4/8/2020;9;6;Externo;2;4884;Indeterminada 9;Indeterminada 9;Indeterminada 9;28;3,37;;Não Classificada;;;;;;;;;;;;;;;;;;;;;
4/8/2020;9;6;Externo;3;4885;Sapindaceae;Cupania;Cupania oblongifolia;135;10,75;S;Secundária Inicial;;;;;;;;;;;;;;;;;;;;;
4/8/2020;9;6;Externo;3;4886;Sapindaceae;Cupania;Cupania oblongifolia;39;4,82;S;Secundária Inicial;;;;;;;;;;;;;;;;;;;;;
4/8/2020;9;6;Externo;3;4888;Sapindaceae;Cupania;Cupania oblongifolia;20;1,8;S;Secundária Inicial;;;;;;;;;;;;;;;;;;;;;
4/8/2020;9;6;Externo;3;4887;Arecaceae;Archontophoenix;Archontophoenix cunninghamiana;26;1,4;N;Não Classificada;;;;;;;;;;;;;;;;;;;;;
4/8/2020;9;6;Externo;3;4889;Sapindaceae;Cupania;Cupania oblongifolia;250;16,45;S;Secundária Inicial;;;;;;;;;;;;;;;;;;;;;
4/8/2020;9;6;Externo;3;4890;Sapindaceae;Cupania;Cupania oblongifolia;37;6,13;S;Secundária Inicial;;;;;;;;;;;;;;;;;;;;;
4/8/2020;9;6;Externo;4;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Não Classificada;;;;;;;;;;;;;;;;;;;;;
4/8/2020;10;6;Externo;1;4898;Arecaceae;Euterpe;Euterpe edulis;125;25,06;S;Secundária Tardia;;;;;;;;;;;;;;;;;;;;;
4/8/2020;10;6;Externo;1;4892;Rubiaceae;Coffea;Coffea arabica;43;5,93;N;Umbrófila;;;;;;;;;;;;;;;;;;;;;
4/8/2020;10;6;Externo;1;4891;Monimiaceae ;Mollinedia;Mollinedia schottiana;87;12,34;S;Secundária Tardia;;;;;;;;;;;;;;;;;;;;;
4/8/2020;10;6;Externo;2;4900;Sapindaceae;Cupania;Cupania oblongifolia;45;12,54;S;Secundária Inicial;;;;;;;;;;;;;;;;;;;;;
4/8/2020;10;6;Externo;2;4897;Rubiaceae;Psychotria;Psychotria suterella;150;40,79;S;Umbrófila;;;;;;;;;;;;;;;;;;;;;
4/8/2020;10;6;Externo;2;4896;Indeterminada 7;Indeterminada 7;Indeterminada 7;20;1,74;;Não Classificada;;;;;;;;;;;;;;;;;;;;;
4/8/2020;10;6;Externo;2;4893;Sapindaceae ;Allophylus ;Allophylus petiolulatus;600;41,44;S;Secundária Inicial;"BARRETTO, E.H.P; CATHARINO, E.L.M.";;;;;;;;;;;;;;;;;;;;
4/8/2020;10;6;Externo;2;4899;Sapindaceae ;Allophylus ;Allophylus petiolulatus;800;67,13;S;Secundária Inicial;idem 4893;;;;;;;;;;;;;;;;;;;;
4/8/2020;10;6;Externo;3;4894;Solanaceae;Cestrum ;Cestrum schlechtendalii;20;2,94;S;Pioneira;;;;;;;;;;;;;;;;;;;;;
4/8/2020;10;6;Externo;3;4898;Sapindaceae;Cupania;Cupania oblongifolia;20;2,21;S;Secundária Inicial;;;;;;;;;;;;;;;;;;;;;
4/8/2020;10;6;Externo;3;4901;Arecaceae;Archontophoenix;Archontophoenix cunninghamiana;20;1,2;N;Não Classificada;;;;;;;;;;;;;;;;;;;;;
4/8/2020;10;6;Externo;4;4902;Rubiaceae;Coffea;Coffea arabica;100;9,52;N;Umbrófila;;;;;;;;;;;;;;;;;;;;;
4/8/2020;10;6;Externo;4;4903;Rubiaceae;Coffea;Coffea arabica;133;11,68;N;Umbrófila;;;;;;;;;;;;;;;;;;;;;
4/8/2020;10;6;Externo;4;4904;Rubiaceae;Coffea;Coffea arabica;55;5,41;N;Umbrófila;;;;;;;;;;;;;;;;;;;;;
4/8/2020;10;6;Copa;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Não Classificada;;;;;;;;;;;;;;;;;;;;;
4/8/2020;10;6;Copa;2;4905;Sapindaceae;Cupania;Cupania oblongifolia;20;4,75;S;Secundária Inicial;;;;;;;;;;;;;;;;;;;;;
4/8/2020;10;6;Copa;3;4907;Sapindaceae;Cupania;Cupania oblongifolia;38;4,23;S;Secundária Inicial;;;;;;;;;;;;;;;;;;;;;
4/8/2020;10;6;Copa;3;4908;Arecaceae;Euterpe;Euterpe edulis;22;4,01;S;Secundária Tardia;;;;;;;;;;;;;;;;;;;;;
4/8/2020;10;6;Copa;3;4909;Rutaceae;Citrus;Citrus sp;55;7,64;N/A;Não Classificada;;;;;;;;;;;;;;;;;;;;;
4/8/2020;10;6;Copa;3;4910;Rubiaceae;Coffea;Coffea arabica;75;4,75;N;Umbrófila;;;;;;;;;;;;;;;;;;;;;
4/8/2020;10;6;Copa;4;4911;Rubiaceae;Coffea;Coffea arabica;70;6,58;N;Umbrófila;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
